		AlCa_EcalEtaEEonly_v5	ALCA ECAL	2	1	1	1	1	1	1	1	1	1	1	1	L1_AlwaysTrue||L1_IsolatedBunch||L1_SingleEG5||L1_SingleEG10||L1_SingleEG15||L1_SingleEG18||L1_SingleEG24||L1_SingleEG26||L1_SingleEG28||L1_SingleEG30||L1_SingleEG34||L1_SingleEG40||L1_SingleEG45||L1_SingleIsoEG18||L1_SingleIsoEG20||L1_SingleIsoEG22||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG34||L1_SingleIsoEG18er||L1_SingleIsoEG20er||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG34er||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_23_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_24_17||L1_SingleJet16||L1_SingleJet20||L1_SingleJet35||L1_SingleJet60||L1_SingleJet160||L1_SingleJet90||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC40||L1_DoubleJetC50||L1_DoubleJetC60||L1_DoubleJetC80||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_TripleJet_88_72_56_VBF||L1_TripleJet_84_68_48_VBF||L1_TripleJet_92_76_64_VBF||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_HTT120||L1_HTT160||L1_HTT200||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320||L1_HTT220		
		AlCa_EcalPi0EBonly_v5	null	6	5	5	4	3	2	1	1	1	1	1	1	L1_AlwaysTrue||L1_IsolatedBunch||L1_SingleEG5||L1_SingleEG10||L1_SingleEG15||L1_SingleEG18||L1_SingleEG24||L1_SingleEG26||L1_SingleEG28||L1_SingleEG30||L1_SingleEG34||L1_SingleEG40||L1_SingleEG45||L1_SingleIsoEG18||L1_SingleIsoEG20||L1_SingleIsoEG22||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG34||L1_SingleIsoEG18er||L1_SingleIsoEG20er||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG34er||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_23_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_24_17||L1_SingleJet16||L1_SingleJet20||L1_SingleJet35||L1_SingleJet60||L1_SingleJet160||L1_SingleJet90||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC40||L1_DoubleJetC50||L1_DoubleJetC60||L1_DoubleJetC80||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_TripleJet_88_72_56_VBF||L1_TripleJet_84_68_48_VBF||L1_TripleJet_92_76_64_VBF||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_HTT120||L1_HTT160||L1_HTT200||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320||L1_HTT220		
		AlCa_EcalPi0EEonly_v5	ALCA ECAL	2	2	2	1	1	1	1	1	1	1	1	1	L1_AlwaysTrue||L1_IsolatedBunch||L1_SingleEG5||L1_SingleEG10||L1_SingleEG15||L1_SingleEG18||L1_SingleEG24||L1_SingleEG26||L1_SingleEG28||L1_SingleEG30||L1_SingleEG34||L1_SingleEG40||L1_SingleEG45||L1_SingleIsoEG18||L1_SingleIsoEG20||L1_SingleIsoEG22||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG34||L1_SingleIsoEG18er||L1_SingleIsoEG20er||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG34er||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_23_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_24_17||L1_SingleJet16||L1_SingleJet20||L1_SingleJet35||L1_SingleJet60||L1_SingleJet160||L1_SingleJet90||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC40||L1_DoubleJetC50||L1_DoubleJetC60||L1_DoubleJetC80||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_TripleJet_88_72_56_VBF||L1_TripleJet_84_68_48_VBF||L1_TripleJet_92_76_64_VBF||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_HTT120||L1_HTT160||L1_HTT200||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320||L1_HTT220		
stream ALCAPHISYM																		
	dataset AlCaPhiSym																	
		AlCa_EcalPhiSym_v5	null	1	1	1	1	1	1	1	1	1	1	1	1	L1_ZeroBias||L1_AlwaysTrue||L1_IsolatedBunch		
stream Calibration																		
	dataset TestEnablesEcalHcal																	
		HLT_EcalCalibration_v3	null	1	1	1	1	1	1	1	1	1	1	1	1			
		HLT_HcalCalibration_v2	null	1	1	1	1	1	1	1	1	1	1	1	1			
stream DQMCalibration																		
	dataset TestEnablesEcalHcalDQM																	
		HLT_EcalCalibration_v3	null	1	1	1	1	1	1	1	1	1	1	1	1			
		HLT_HcalCalibration_v2	null	1	1	1	1	1	1	1	1	1	1	1	1			
stream DQMEventDisplay																		
	dataset EventDisplay																	
		HLT_AK4PFJet100_v4	HIN	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleJet35		
		HLT_AK8PFJet360_TrimMass30_v4	B2G	1	1	1	1	1	1	1	1	1	1	1	1	L1_SingleJet180||L1_SingleJet200		
		HLT_HISinglePhoton60_v3	Egamma	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleEG5		
		HLT_Photon175_v6	Egamma	1	1	1	1	1	1	1	1	1	1	1	1	L1_SingleEG30||L1_SingleEG34||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er		
stream EcalCalibration																		
	dataset EcalLaser																	
		HLT_EcalCalibration_v3	null	1	1	1	1	1	1	1	1	1	1	1	1			
stream Express																		
	dataset ExpressPhysics																	
		HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v6	HIG	0	1	1	1	1	1	1	1	1	1	1	1	L1_SingleEG30||L1_SingleEG34||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17		
		HLT_Ele250_CaloIdVT_GsfTrkIdT_v4	AlCa	1	1	1	1	1	1	1	1	1	1	1	1	L1_SingleEG30||L1_SingleEG34||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er		
		HLT_Ele300_CaloIdVT_GsfTrkIdT_v4	AlCa	1	1	1	1	1	1	1	1	1	1	1	1	L1_SingleEG30||L1_SingleEG34||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er		
		HLT_HT2000_v3	PPD	1	1	1	1	1	1	1	1	1	1	1	1	L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT2500_v3	PPD	1	1	1	1	1	1	1	1	1	1	1	1	L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_IsoMu20_v4	SMP,muon	0	1	1	1	1	1	1	1	1	1	1	1	L1_SingleMu18		
		HLT_MET600_v2	PPD,AlCa	1	1	1	1	1	1	1	1	1	1	1	1	L1_ETM60||L1_ETM70		
		HLT_MET700_v2	PPD,AlCa	1	1	1	1	1	1	1	1	1	1	1	1	L1_ETM60||L1_ETM70		
		HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_v4	Muon	1	1	1	1	1	1	1	1	1	1	1	1	L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_Mu300_v2	EXO-Disappearing Tracks	1	1	1	1	1	1	1	1	1	1	1	1	L1_SingleMu22||L1_SingleMu25||L1_SingleMu30		
		HLT_Mu350_v2	PPD	1	1	1	1	1	1	1	1	1	1	1	1	L1_SingleMu22||L1_SingleMu25||L1_SingleMu30		
		HLT_PFMET500_v3	PPD,AlCa	1	1	1	1	1	1	1	1	1	1	1	1	L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120		
		HLT_PFMET600_v3	PPD,AlCa	1	1	1	1	1	1	1	1	1	1	1	1	L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120		
		HLT_Photon500_v4	PPD	1	1	1	1	1	1	1	1	1	1	1	1	L1_SingleEG30||L1_SingleEG34||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er		
		HLT_Photon600_v4	PPD	1	1	1	1	1	1	1	1	1	1	1	1	L1_SingleEG30||L1_SingleEG34||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er		
		HLT_Physics_v3	null	1	1	1	1	1	1	1	1	1	1	1	1			
		HLT_Random_v2	null	1	1	1	1	1	1	1	1	1	1	1	1			
		HLT_ZeroBias_FirstCollisionAfterAbortGap_TCDS_v1	null	1	1	1	1	1	1	1	1	1	1	1	1			
		HLT_ZeroBias_FirstCollisionAfterAbortGap_v1	null	1	1	1	1	1	1	1	1	1	1	1	1	L1_ZeroBias_FirstCollidingBunch		
		HLT_ZeroBias_IsolatedBunches_v3	null	50	50	50	50	50	50	50	50	50	50	50	50	L1_IsolatedBunch		
		HLT_ZeroBias_v4		150	150	150	300	390	300	300	300	300	300	300	300	L1_ZeroBias		
stream HLTMonitor																		
	dataset HLTMonitor																	
		HLT_DiPFJetAve40_v4		50	38	32	24	16	10	6	4	2	2	2	2	L1_ZeroBias		
		HLT_PFHT350_v5	SUS	640	576	512	384	256	128	64	48	32	24	16	8	L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFMET120_BTagCSV_p067_v3	SUSY	1	1	1	1	1	1	1	1	1	1	1	1	L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFMET120_Mu5_v3	JME	1	1	1	1	1	1	1	1	1	1	1	1	(L1_Mu0er_ETM40||L1_Mu0er_ETM55||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100)	AND	(L1_SingleMuOpen)
		HLT_PFMET120_PFMHT120_IDTight_v4	null	1	1	1	1	1	1	1	1	1	1	1	1	L1_ETM50||L1_ETM60||L1_ETM60_Jet60_dPhi_Min0p4||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120||L1_DoubleJetC60_ETM60		
		HLT_QuadPFJet_BTagCSV_p016_VBF_Mqq460_v2	HIG (Hbb)	0	1	1	1	1	1	1	1	1	1	1	1	L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_QuadPFJet_BTagCSV_p016_VBF_Mqq500_v2	HIG (Hbb)	1	1	1	1	1	1	1	1	1	1	1	1	L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_QuadPFJet_BTagCSV_p016_p11_VBF_Mqq200_v2	HIG (Hbb)	0	1	1	1	1	1	1	1	1	1	1	1	L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_QuadPFJet_BTagCSV_p016_p11_VBF_Mqq240_v2	HIG (Hbb)	1	1	1	1	1	1	1	1	1	1	1	1	L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_QuadPFJet_VBF_v5	HIG (Hbb)	2000	1700	1500	1000	750	400	200	150	100	75	40	20	L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
stream NanoDST																		
	dataset L1Accept																	
		DST_Physics_v2	null	1	1	1	1	1	1	1	1	1	1	1	1			
stream Parking																		
	dataset ParkingHT410to430																	
		HLT_HT410to430_v3	EXO	1	1	1	1	1	1	1	1	1	1	1	1	L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
	dataset ParkingHT430to450																	
		HLT_HT430to450_v3	EXO	1	1	1	1	1	1	1	1	1	1	1	1	L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
	dataset ParkingHT450to470																	
		HLT_HT450to470_v3	EXO	1	1	1	1	1	1	1	1	1	1	1	1	L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
	dataset ParkingHT470to500																	
		HLT_HT470to500_v3	EXO	1	1	1	1	1	1	1	1	1	1	1	1	L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
	dataset ParkingHT500to550																	
		HLT_HT500to550_v3	EXO	1	1	1	1	1	1	1	1	1	1	1	1	L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
	dataset ParkingHT550to650																	
		HLT_HT550to650_v3	EXO	1	1	1	1	1	1	1	1	1	1	1	1	L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
	dataset ParkingHT650																	
		HLT_HT650_v4	EXO	1	1	1	1	1	1	1	1	1	1	1	1	L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
stream ParkingHLTPhysics																		
	dataset HLTPhysics0																	
		HLT_Physics_part0_v1	null	1	1	1	1	1	1	1	1	1	1	1	1			
	dataset HLTPhysics1																	
		HLT_Physics_part1_v1	null	1	1	1	1	1	1	1	1	1	1	1	1			
	dataset HLTPhysics2																	
		HLT_Physics_part2_v1	null	1	1	1	1	1	1	1	1	1	1	1	1			
	dataset HLTPhysics3																	
		HLT_Physics_part3_v1	null	1	1	1	1	1	1	1	1	1	1	1	1			
stream PhysicsCommissioning																		
	dataset Commissioning																	
		HLT_DiSC30_18_EIso_AND_HE_Mass70_v4	null	200	160	140	100	70	40	20	14	10	7	4	2	L1_SingleIsoEG22er||L1_SingleIsoEG24||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_22_12||L1_DoubleEG_15_10		
		HLT_IsoTrackHB_v2	null	5	3	3	2	1	1	1	1	1	1	1	1	L1_SingleJet60		
		HLT_IsoTrackHE_v2	null	3	2	2	1	1	1	1	1	1	1	1	1	L1_SingleJet60		
		HLT_L1BeamGasMinus_v2	null	1	1	1	1	1	1	1	1	1	1	1	1	L1_BeamGasMinus		
		HLT_L1BeamGasPlus_v2	null	1	1	1	1	1	1	1	1	1	1	1	1	L1_BeamGasPlus		
		HLT_L1BptxXOR_v2	null	1	1	1	1	1	1	1	1	1	1	1	1	L1_BptxXOR		
		HLT_L1FatEvents_v1	null	1	1	1	1	1	1	1	1	1	1	1	1			
		HLT_L1SingleMuOpen_DT_v3	null	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleMuOpen		
	dataset EmptyBX																	
		HLT_L1BptxMinus_v2	null	0	0	0	0	0	0	0	0	0	0	0	0	L1_BptxMinus		
		HLT_L1BptxPlus_v2	null	0	0	0	0	0	0	0	0	0	0	0	0	L1_BptxPlus		
		HLT_L1NotBptxOR_v2	null	0	0	0	0	0	0	0	0	0	0	0	0	L1_NotBptxOR		
	dataset FSQJets																	
		HLT_DiPFJet15_FBEta3_NoCaloMatched_v3	FSQ	0	0	0	0	0	0	0	0	0	0	0	0	L1_DoubleJet8_ForwardBackward		
		HLT_DiPFJet15_NoCaloMatched_v2	FSQ	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleJet8_BptxAND		
		HLT_DiPFJet25_FBEta3_NoCaloMatched_v3	FSQ	0	0	0	0	0	0	0	0	0	0	0	0	L1_DoubleJet12_ForwardBackward		
		HLT_DiPFJet25_NoCaloMatched_v2	FSQ	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleJet12_BptxAND		
		HLT_DiPFJetAve15_HFJEC_v2	null	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleJet8_BptxAND		
		HLT_DiPFJetAve25_HFJEC_v2	null	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleJet12_BptxAND		
		HLT_DiPFJetAve35_HFJEC_v2	null	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleJet16		
		HLT_PFJet15_NoCaloMatched_v4	FSQ	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleJet8_BptxAND		
		HLT_PFJet25_NoCaloMatched_v2	FSQ	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleJet12_BptxAND		
	dataset HLTPhysics																	
		HLT_Physics_v3	null	1	1	1	1	1	1	1	1	1	1	1	1			
	dataset HcalHPDNoise																	
		HLT_GlobalRunHPDNoise_v4	null	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	L1_SingleJetC20_NotBptxOR		
	dataset HcalNZS																	
		HLT_HcalNZS_v3	null	1	1	1	1	1	1	1	1	1	1	1	1	L1_SingleEG5||L1_SingleEG24||L1_SingleJet35||L1_SingleJet60||L1_SingleMuOpen||L1_ZeroBias		
		HLT_HcalPhiSym_v3	null	1	1	1	1	1	1	1	1	1	1	1	1	L1_SingleEG5||L1_SingleEG24||L1_SingleMuOpen		
	dataset L1MinimumBias																	
		HLT_L1MinimumBiasHF_AND_v2	null	0	0	0	0	0	0	0	0	0	0	0	0	L1_MinimumBiasHF0_AND_BptxAND		
		HLT_L1MinimumBiasHF_OR_v2	null	0	0	0	0	0	0	0	0	0	0	0	0	L1_MinimumBiasHF0_OR_BptxAND		
	dataset MonteCarlo																	
		MC_AK4CaloJets_v2	null	1	1	1	1	1	1	1	1	1	1	1	1			
		MC_AK4PFJets_v3	null	1	1	1	1	1	1	1	1	1	1	1	1			
		MC_AK8CaloHT_v2	null	1	1	1	1	1	1	1	1	1	1	1	1			
		MC_AK8PFHT_v3	null	1	1	1	1	1	1	1	1	1	1	1	1			
		MC_AK8PFJets_v3	null	1	1	1	1	1	1	1	1	1	1	1	1			
		MC_AK8TrimPFJets_v3	null	1	1	1	1	1	1	1	1	1	1	1	1			
		MC_CaloHT_v2	null	1	1	1	1	1	1	1	1	1	1	1	1			
		MC_CaloMET_JetIdCleaned_v2	null	1	1	1	1	1	1	1	1	1	1	1	1			
		MC_CaloMET_v2	null	1	1	1	1	1	1	1	1	1	1	1	1			
		MC_CaloMHT_v2	null	1	1	1	1	1	1	1	1	1	1	1	1			
		MC_Diphoton10_10_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass10_v4	null	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleEG5		
		MC_DoubleEle5_CaloIdL_GsfTrkIdVL_MW_v5	EXO,base unisolated EXO trigger,main driver is Z'->ee analysis but generally used in EXO	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleEG5		
		MC_DoubleGlbTrkMu_TrkIsoVVL_DZ_v2	Muon	0	0	0	0	0	0	0	0	0	0	0	0	L1_DoubleMu0		
		MC_DoubleL1Tau_MediumIsoPFTau32_Trk1_eta2p1_Reg_v1	TAU,HIG,EXO	0	0	0	0	0	0	0	0	0	0	0	0	L1_DoubleIsoTau26er||L1_DoubleIsoTau27er||L1_DoubleIsoTau28er||L1_DoubleIsoTau29er||L1_DoubleIsoTau30er||L1_DoubleIsoTau32er		
		MC_DoubleMuNoFiltersNoVtx_v2	EXO,DisplacedSUSY	0	0	0	0	0	0	0	0	0	0	0	0	L1_DoubleMu0		
		MC_DoubleMu_TrkIsoVVL_DZ_v2	Muon	0	0	0	0	0	0	0	0	0	0	0	0	L1_DoubleMu0		
		MC_Ele15_Ele10_CaloIdL_TrackIdL_IsoVL_DZ_v5	HIG	0	0	0	0	0	0	0	0	0	0	0	0	L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15	||L1_DoubleEG_23_10||L1_DoubleEG_24_17	
		MC_Ele5_WPLoose_Gsf_v5	Egamma	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleEG5		
		MC_IsoMu_v5	SMP,muon	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleMu3||L1_SingleMu5||L1_SingleMu7		
		MC_IsoTkMu15_v5	SMP,muon	0	0	0	0	0	0	0	0	0	0	0	0	L1_SingleMu3||L1_SingleMu5||L1_SingleMu7		
		MC_LooseIsoPFTau20_v2	TAU,HIG	1	1	1	1	1	1	1	1	1	1	1	1			
		MC_LooseIsoPFTau50_Trk30_eta2p1_v1	HIG,TAU,EXO	1	1	1	1	1	1	1	1	1	1	1	1			
		MC_PFHT_v3	null	1	1	1	1	1	1	1	1	1	1	1	1			
		MC_PFMET_v3	null	1	1	1	1	1	1	1	1	1	1	1	1			
		MC_PFMHT_v3	null	1	1	1	1	1	1	1	1	1	1	1	1			
		MC_ReducedIterativeTracking_v2	null	1	1	1	1	1	1	1	1	1	1	1	1			
	dataset NoBPTX																	
		HLT_JetE30_NoBPTX3BX_v2	EXO	1	1	1	1	1	1	1	1	1	1	1	1	L1_SingleJetC20_NotBptxOR_3BX		
		HLT_JetE30_NoBPTX_v3	EXO	160	70	60	42	30	17	8	6	4	3	1	1	L1_SingleJetC20_NotBptxOR		
		HLT_JetE50_NoBPTX3BX_v2	EXO	1	1	1	1	1	1	1	1	1	1	1	1	L1_SingleJetC32_NotBptxOR_3BX||L1_SingleJetC36_NotBptxOR_3BX		
		HLT_JetE70_NoBPTX3BX_v2	EXO	1	1	1	1	1	1	1	1	1	1	1	1	L1_SingleJetC32_NotBptxOR_3BX||L1_SingleJetC36_NotBptxOR_3BX		
		HLT_L2Mu10_NoVertex_NoBPTX3BX_v2	EXO	100	100	100	70	50	30	15	10	7	5	2	1	L1_SingleMuOpen_NotBptxOR_3BX		
		HLT_L2Mu10_NoVertex_NoBPTX_v3	EXO	100	100	100	70	50	30	15	10	7	5	2	1	L1_SingleMuOpen_NotBptxOR		
		HLT_L2Mu35_NoVertex_3Sta_NoBPTX3BX_v2	EXO	1	1	1	1	1	1	1	1	1	1	1	1	L1_SingleMuOpen_NotBptxOR_3BX		
